X Lag Time,Record 1: JJ1_01mg_PO1_050ug_200rpm_10-00min_ST_No2_230620 1,Record 2: JJ1_01mg_PO1_050ug_200rpm_10-00min_ST_No2_230620 2,Record 3: JJ1_01mg_PO1_050ug_200rpm_10-00min_ST_No2_230620 3,X Intensity,Record 1: JJ1_01mg_PO1_050ug_200rpm_10-00min_ST_No2_230620 1,Record 2: JJ1_01mg_PO1_050ug_200rpm_10-00min_ST_No2_230620 2,Record 3: JJ1_01mg_PO1_050ug_200rpm_10-00min_ST_No2_230620 3
1.84E+06,0.000487,0.000173,0.00112,,,,
1.97E+06,0.000162,0.000346,0.00116,,,,
2.10E+06,0,0,0,,,,
2.36E+06,0,0,0,,,,
2.62E+06,0,0,0,,,,
2.88E+06,0,0,0,,,,
3.15E+06,0,0,0,,,,
3.41E+06,0,0,0,,,,
3.67E+06,0,0,0,,,,
3.93E+06,0,0,0,,,,
4.19E+06,0,0,0,,,,
4.72E+06,0,0,0,,,,
5.24E+06,0,0,0,,,,
5.77E+06,0,0,0,,,,
6.29E+06,0,0,0,,,,
6.82E+06,0,0,0,,,,
7.34E+06,0,0,0,,,,
7.86E+06,0,0,0,,,,
8.39E+06,0,0,0,,,,
9.44E+06,0,0,0,,,,
1.05E+07,0,0,0,,,,
1.15E+07,0,0,0,,,,
1.26E+07,0,0,0,,,,
1.36E+07,0,0,0,,,,
1.47E+07,0,0,0,,,,
1.57E+07,0,0,0,,,,
1.68E+07,0,0,0,,,,
1.89E+07,0,0,0,,,,
2.10E+07,0,0,0,,,,
2.31E+07,0,0,0,,,,
2.52E+07,0,0,0,,,,
2.73E+07,0,0,0,,,,
2.94E+07,0,0,0,,,,
3.15E+07,0,0,0,,,,
3.36E+07,0,0,0,,,,
3.77E+07,0,0,0,,,,
4.19E+07,0,0,0,,,,
4.61E+07,0,0,0,,,,
5.03E+07,0,0,0,,,,
5.45E+07,0,0,0,,,,
5.87E+07,0,0,0,,,,
